districtID,district_bahasa,district_en,provinceID,province,islandID,island,district_bahasa,gs_2010,gs_2011,gs_2012,gs_2013,gs_2014,gs_2015,gs_2016,gs_2017,gs_2018,gs_2019,gs_2020,gs_2021,gs_2022,gs_2023,gs_2024,gs_2025
3512,Situbondo,Situbondo,35,Jawa Timur,3,Jawa,Situbondo,946.45,967.85,1045.59,1124.77,1157.46,1175.39,1086.32,1110.58,1153.21,1199.08,1107.81,1109.3,1142.78,1177.67,1239.87,1252.49
3513,Probolinggo,Probolinggo,35,Jawa Timur,3,Jawa,Probolinggo,1012.73,1055.82,1139.33,1207.01,1231.41,1260.53,1155.29,1168.33,1197.42,1253.9,1215.04,1218.14,1222.08,1248.62,1326.79,1338.56
3514,Pasuruan,Pasuruan,35,Jawa Timur,3,Jawa,Pasuruan,1543.36,1595.71,1658.17,1725.01,1772.74,1815.02,1645.39,1707.7,1797.97,1886.04,1826.44,1833.79,1849.97,1883.48,1986.84,2000.34
3515,Sidoarjo,Sidoarjo,35,Jawa Timur,3,Jawa,Sidoarjo,6252.75,6535.07,7062.38,7668.84,7871.35,8086.51,7305.1,7538.13,7950.73,8323.57,8043.31,8177.64,8187.6,8206.64,8603.83,8758.82
3516,Mojokerto,Mojokerto,35,Jawa Timur,3,Jawa,Mojokerto,1104.52,1130.43,1182.74,1231.25,1273.48,1307.6,1195.42,1234.02,1293.5,1351.23,1308.1,1311.29,1331.32,1359.98,1447.76,1463.49
3517,Jombang,Jombang,35,Jawa Timur,3,Jawa,Jombang,1304.18,1319.35,1414.46,1511.85,1554.13,1592.32,1473.4,1529.7,1606.16,1682.21,1616.71,1618.15,1649.71,1684.78,1757.98,1787.61
3518,Nganjuk,Nganjuk,35,Jawa Timur,3,Jawa,Nganjuk,1243.79,1270.47,1324.73,1382.85,1419.68,1436.03,1323.27,1367.29,1438.49,1505.5,1440.34,1448.51,1452.59,1497.19,1568.94,1587.14
3519,Madiun,Madiun,35,Jawa Timur,3,Jawa,Madiun,948.81,968.79,1018.55,1062.46,1094.17,1109.7,1021.62,1057.41,1091.47,1163.05,1119.74,1126.72,1145.19,1170.13,1236.49,1236.78
3520,Magetan,Magetan,35,Jawa Timur,3,Jawa,Magetan,999.99,1023.51,1086.94,1156.89,1188.93,1202,1108.68,1149.57,1215.55,1280.19,1218.52,1219.98,1232.76,1250.11,1312.91,1337.66
3521,Ngawi,Ngawi,35,Jawa Timur,3,Jawa,Ngawi,1128.59,1152.08,1222.71,1306.54,1339.1,1365.77,1268.93,1281.94,1320.14,1365.16,1321,1331.03,1322.83,1331.73,1396.57,1409.16
3522,Bojonegoro,Bojonegoro,35,Jawa Timur,3,Jawa,Bojonegoro,1431.94,1447.63,1491.55,1555.19,1596.87,1604.69,1491.9,1531.9,1608.18,1676.15,1621.11,1628.25,1650.88,1702.49,1841.81,1861.34
3523,Tuban,Tuban,35,Jawa Timur,3,Jawa,Tuban,1345.72,1375.42,1443.51,1508.05,1549.26,1581.97,1470.8,1506.45,1573.42,1639.16,1559.92,1572.49,1647.19,1692,1781.44,1787.67
3524,Lamongan,Lamongan,35,Jawa Timur,3,Jawa,Lamongan,1290.94,1341.12,1445.03,1544.93,1590.14,1632.04,1512.14,1576.39,1658.46,1724.39,1646.53,1653.12,1654.52,1687.39,1769.69,1803.09
3525,Gresik,Gresik,35,Jawa Timur,3,Jawa,Gresik,1429.71,1462.12,1570.43,1690.25,1741.5,1790.99,1655,1713.59,1796.55,1877.43,1832.88,1852.02,1865.45,1903.77,1993.5,1997.16
3526,Bangkalan,Bangkalan,35,Jawa Timur,3,Jawa,Bangkalan,1034.8,1053.29,1121.78,1184.48,1215.93,1245.4,1147.54,1190.57,1230.7,1268.69,1212.44,1214.01,1215.58,1217.4,1262.42,1268.45
3527,Sampang,Sampang,35,Jawa Timur,3,Jawa,Sampang,1018.2,1038.69,1095.56,1137.19,1166.39,1192.09,1113.97,1156.91,1235.52,1262.71,1221.14,1226.6,1239.49,1253.79,1310.98,1313.4
3528,Pamekasan,Pamekasan,35,Jawa Timur,3,Jawa,Pamekasan,1077.69,1100.54,1166.73,1214.89,1248.19,1273.76,1190.04,1233.52,1294.46,1351.15,1309.45,1316.68,1328.35,1339.52,1348.9,1365.52
3529,Sumenep,Sumenep,35,Jawa Timur,3,Jawa,Sumenep,1264.62,1289.21,1391.41,1472.99,1513.61,1557.78,1413.78,1456.34,1527.62,1595.79,1579.03,1580.57,1594.24,1613.19,1684.92,1688.33
3571,Kota Kediri,Kediri City,35,Jawa Timur,3,Jawa,Kota Kediri,911.79,935.86,976.41,1016.59,1044.55,1062.86,974.01,1008.87,1055.08,1113.81,1037.85,1040.89,1042.35,1056.77,1107.21,1126.35
3572,Kota Blitar,Blitar City,35,Jawa Timur,3,Jawa,Kota Blitar,681.59,693.3,736.15,774.07,793.32,808,757.48,785.08,824.05,860.53,833.16,833.74,845.48,849.2,886.68,900.17
3573,Kota Malang,Malang City,35,Jawa Timur,3,Jawa,Kota Malang,1207.85,1245.56,1280.47,1360.5,1399.88,1431,1305.31,1343.25,1409.38,1453.29,1403.58,1407.89,1418.52,1474.46,1562.21,1582.61
3574,Kota Probolinggo,Probolinggo City,35,Jawa Timur,3,Jawa,Kota Probolinggo,647.61,654.41,684.35,729.07,738.96,746.34,696.18,724.69,764.56,805.42,769.34,774.21,779.21,799.22,840.94,847.68
3575,Kota Pasuruan,Pasuruan City,35,Jawa Timur,3,Jawa,Kota Pasuruan,560.63,568,591.4,624.14,636.67,643.54,602.69,623.52,653.35,682.15,652.85,654.84,662.48,678.36,715.22,718.29
3576,Kota Mojokerto,Mojokerto City,35,Jawa Timur,3,Jawa,Kota Mojokerto,547.67,561.1,597.44,625.38,639.07,648.92,608.42,637.04,667.81,697.6,666.33,668.18,675.29,685.94,731.9,736.91
3577,Kota Madiun,Madiun City,35,Jawa Timur,3,Jawa,Kota Madiun,589.57,610.79,652.25,699.7,717.74,730.81,693.76,721.34,759.52,795.91,774.64,780.1,779.54,805.08,847.75,860.04
3578,Kota Surabaya,Surabaya City,35,Jawa Timur,3,Jawa,Kota Surabaya,11122.29,11345.85,12109.43,12737.91,13165.86,13627.96,12283.21,12829.97,13532.93,14195.51,12920.42,13134.82,13334.55,13843.87,14619.64,14661.88
3579,Kota Batu,Batu City,35,Jawa Timur,3,Jawa,Kota Batu,670.6,695.5,718.48,749.52,758.5,783.4,728.99,762.35,803.83,854.12,806.67,808.69,849.05,881.57,918.88,924.95
3601,Pandeglang,Pandeglang,36,Banten,3,Jawa,Pandeglang,1079.5,1188.46,1256.95,1316.6,1315.27,1410.35,1448.8,1530.39,1604.72,1708.97,1586.92,1602.31,1605.66,1584.34,1619.75,1567.26
3602,Lebak,Lebak,36,Banten,3,Jawa,Lebak,931.98,1002.87,1065.57,1118.99,1118.77,1194.86,1224.59,1274.58,1358.19,1447.56,1357.52,1373.27,1375.88,1389.15,1444.69,1511.66
3603,Tangerang,Tangerang,36,Banten,3,Jawa,Tangerang,2259.03,2420.66,2577.54,2685.74,2682.14,2822.99,2900.02,3129.68,3237.7,3426.47,3097.48,3143.66,3196.48,3239.53,3361.48,3617.33
3604,Serang,Serang,36,Banten,3,Jawa,Serang,1015.47,1101.34,1169.37,1223.95,1223.62,1261.31,1305.61,1369.87,1416.32,1442.24,1300.18,1320.46,1332.41,1338.97,1373.32,1520.92
3671,Kota Tangerang,Tangerang City,36,Banten,3,Jawa,Kota Tangerang,1533.95,1654.99,1772.32,1875.04,1872.72,1954.03,2147.94,2262.51,2622.83,2768.92,2400.58,2436.25,2465.29,2478.42,2551.18,2674.69
3672,Kota Cilegon,Cilegon City,36,Banten,3,Jawa,Kota Cilegon,582.34,634.01,666.34,687.8,686.89,720.04,752.88,798.21,870.79,970.17,927.39,937.65,941.52,953.5,1004.76,1007.96
3673,Kota Serang,Serang City,36,Banten,3,Jawa,Kota Serang,4394.76,4824.59,5011.22,5262.64,5254.17,5515.84,5764.94,5894.07,6390.94,6829.36,6333.42,6353.76,6376.63,6298.03,6507.82,6477.27
3674,Kota Tangerang Selatan,South Tangerang City,36,Banten,3,Jawa,Kota Tangerang Selatan,643.17,689.81,699.02,721.94,720.75,751.53,785.28,821.24,895.91,957.46,843.77,851.22,858.46,872.82,882.9,905.95
5101,Jembrana,Jembrana,51,Bali,5,Bali-Nusa Tenggara,Jembrana,742.99,790.09,833.17,880.43,845.17,869.18,925.41,951.9,985.19,1046.79,1078.56,1009.42,1010.95,963.08,975.31,936.52
5102,Tabanan,Tabanan,51,Bali,5,Bali-Nusa Tenggara,Tabanan,1043.68,1112.16,1172.86,1247.84,1134.5,1219.87,1330.53,1384.77,1451.62,1556.16,1547.97,1555.13,1559.5,1524.04,1452.18,1454.34
5103,Badung,Badung,51,Bali,5,Bali-Nusa Tenggara,Badung,1793.06,1927.96,2062.37,2202.76,1994.11,2099.1,2238.26,2417.1,2552.14,2625.49,2554.68,2451.1,2465.31,2686.84,2984.96,3394.39
5104,Gianyar,Gianyar,51,Bali,5,Bali-Nusa Tenggara,Gianyar,932.93,1003.83,1068.2,1141.13,1042.76,1121.23,1193.24,1254,1301.91,1406.51,1354.16,1308.26,1312.88,1298.63,1325.24,1374.4
5105,Klungkung,Klungkung,51,Bali,5,Bali-Nusa Tenggara,Klungkung,626.56,667.64,704.99,747.53,676.85,715.23,765.01,797.82,836.63,904.97,900.14,925,889.19,887.05,871.69,880.83
5106,Bangli,Bangli,51,Bali,5,Bali-Nusa Tenggara,Bangli,554.3,590.83,623.59,660.58,599.27,635.31,675.95,707.54,734.3,758.83,782.67,793.12,794.22,777.85,801.04,842.08
5107,Karangasem,Karangasem,51,Bali,5,Bali-Nusa Tenggara,Karangasem,756.56,801.01,843.22,895.01,810.38,860.53,935.14,946.54,962.93,1029.3,1039.63,1013,1005.87,1004.78,1099.57,1089.2
5108,Buleleng,Buleleng,51,Bali,5,Bali-Nusa Tenggara,Buleleng,1603.02,1713.47,1818.3,1948.07,1791.25,1921.89,2070.43,2172.39,2260.58,2398.22,2397.96,2312.3,2321.52,2269.99,2402.93,2341.32
5171,Kota Denpasar,Denpasar City,51,Bali,5,Bali-Nusa Tenggara,Kota Denpasar,2896.68,3117.23,3330.49,3561.93,3244.37,3432.08,3650.9,3818.53,4011.79,4584.81,4793.23,4649.01,4571.48,4554.81,5147.05,5347.91
5201,Lombok Barat,West Lombok,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Lombok Barat,979.42,1031.89,1076.77,1096.21,1211.44,1233.24,1248.08,1330.27,1329.91,1362.07,1385.33,1394.31,1409.89,1432.46,1505.35,1547.63
5202,Lombok Tengah,Central Lombok,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Lombok Tengah,1047.96,1109.62,1150.11,1172.3,1282.69,1306.11,1323.54,1387.82,1405.03,1432.82,1454.43,1463,1450.3,1476.31,1553.28,1601.05
5203,Lombok Timur,East Lombok,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Lombok Timur,1470.66,1543.57,1588.13,1684.94,1795.91,1832.42,1854.05,1932.83,1959.21,1987.49,2016.29,2029.02,2066.24,2054.66,2166.55,2259.61
5204,Sumbawa,Sumbawa,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Sumbawa,874.13,925.12,962.68,985.83,1082.23,1106.76,1122.95,1155.74,1169.3,1191.5,1202.7,1213.3,1225.77,1246.72,1313.25,1379.08
5205,Dompu,Dompu,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Dompu,728.46,765.16,796.09,824.81,910,929.66,942.38,978.37,988.72,1004.21,1015.25,1017.19,1038.84,1055.17,1105.99,1136.05
5206,Bima,Bima,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Bima,960.06,1015.67,1051.64,1074.14,1174.31,1201.5,1213.67,1263.32,1279.23,1302.15,1314.97,1322.94,1343.69,1372.89,1437.75,1496.32
5207,Sumbawa Barat,West Sumbawa,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Sumbawa Barat,621.98,661.69,687.37,692.08,733.91,745.2,753.19,783.79,784.81,799.64,792.94,796.37,806.35,837.73,882.28,916.7
5208,Lombok Utara,North Lombok,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Lombok Utara,600.26,640.42,659.11,673.57,734.92,747.6,752.61,794.28,791.06,814.49,821.07,825.07,833.09,846.8,873.96,915.47
5271,Kota Mataram,Mataram City,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Kota Mataram,1314.22,1344.07,1384.75,1420.69,1543.18,1578.04,1600.98,1669.34,1698.16,1730.46,1780.24,1795.5,1805,1843.33,1921.82,1918.08
5272,Kota Bima,Bima City,52,Nusa Tenggara Barat,5,Bali-Nusa Tenggara,Kota Bima,586.17,677.4,698.92,741.24,797.31,811.4,822.34,858.01,883.69,910.59,904.54,888.94,899.37,921.31,970.29,971.73
5301,Sumba Barat,West Sumba,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Sumba Barat,347.13,396.02,413.03,460.26,514.41,557.38,558.86,571.89,607.12,621.91,546.15,519.91,505.9,518.06,565.39,576.84
5302,Sumba Timur,East Sumba,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Sumba Timur,636.89,728.35,790.64,848.35,873.62,952.1,960.41,1005.86,1068.6,1103.77,976.41,922.28,893.43,908.87,957.55,990.67
5303,Kupang,Kupang,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Kupang,690.2,756.18,816.55,856.54,895.43,946.49,984.2,1012.01,1072.26,1106.48,973.76,921.85,921.92,938.48,1014.4,1035.11
5304,Timor Tengah Selatan,South Central Timor,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Timor Tengah Selatan,705.08,825.35,867.13,926.02,944.46,898.05,936.22,967.48,1020.03,1033.9,909.96,871.88,840.38,855.76,913.73,937.39
5305,Timor Tengah Utara,North Central Timor,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Timor Tengah Utara,517.44,568.74,575.51,603.72,607.93,626.98,649.76,662.54,670.22,682.31,596.49,565.41,546.47,557.09,584.98,597.83
5306,Belu,Belu,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Belu,426.17,458.86,520.79,594.86,636.75,642.11,674.02,693.46,737.07,758.55,651.51,618.93,599.03,611.96,654.13,667.2
5307,Alor,Alor,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Alor,493.5,532.26,592.08,650.5,652.79,675.94,722.86,770.78,822.36,851.05,741.61,711.51,686.37,704.24,747.47,758.68
5308,Lembata,Lembata,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Lembata,376.98,421.13,432.44,459.25,471.18,504.82,505.02,515.55,545.46,557.15,485.27,462.54,463,473.87,500.75,511.69
5309,Flores Timur,East Flores,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Flores Timur,717.85,738.24,788.13,883.94,943.69,1035.91,1078.72,1106.28,1172.8,1191.15,1054.08,1001.55,1001.85,1020.93,1046.2,1081.33
5310,Sikka,Sikka,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Sikka,545.74,585.88,619.52,636.63,649.06,697.21,704.93,726.03,768.28,788.65,693.24,664.43,665.99,662.5,700.84,727.52
5311,Ende,Ende,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Ende,715.23,787.46,796.24,809.18,811.54,824.93,875.12,914.66,960.84,983.06,874.69,836,768.2,778.39,833.54,864.95
5312,Ngada,Ngada,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Ngada,433.29,443.68,390.34,426.66,457.62,488.39,500.61,513.86,541.53,554.91,497.42,457,458.46,454.37,480.37,498.52
5313,Manggarai,Manggarai,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Manggarai,543.47,625.83,688.48,714.97,753.38,794.51,826.06,880.54,920.26,939.42,833.76,791.24,764.76,776.85,804.95,831.33
5314,Rote Ndao,Rote Ndao,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Rote Ndao,352.92,390.98,411.64,447.72,461.81,506.68,510.65,523.52,556.59,574.31,510.75,480.97,481.25,488.3,518.7,530.92
5315,Manggarai Barat,West Manggarai,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Manggarai Barat,497.23,434.52,454.47,504.36,521.75,522.84,553.93,558.25,590.69,604.56,540.99,515.63,516.35,525.38,562.22,580.98
5316,Sumba Tengah,Central Sumba,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Sumba Tengah,258.31,305.25,320.12,340.88,394.6,409.4,410.08,417.36,435.54,442.56,390.74,379.01,367.45,368.31,391.95,403.59
5317,Sumba Barat Daya,Southwest Sumba,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Sumba Barat Daya,321.81,374.46,401.53,455.05,491.27,531.99,572.31,594.07,645.78,664.19,581.13,557.68,535.78,546.6,588.48,597.15
5318,Nagekeo,Nagekeo,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Nagekeo,438.72,504.24,533.03,598.7,612.11,647.4,650.39,671.44,717.77,734.36,657.95,622.56,597.73,603.61,630.36,648.57
5319,Manggarai Timur,East Manggarai,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Manggarai Timur,402.75,418.61,447.85,493.5,541.66,579.21,613.93,650.32,685.48,701.79,632.88,600,569.9,580.91,630.84,641.68
5320,Sabu Raijua,Sabu Raijua,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Sabu Raijua,70.99,87.91,109.63,129.64,146.06,159.19,169.13,174.66,184.98,190.52,171.35,163.95,153.8,156.94,167.76,172.31
5321,Malaka,Malaka,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Malaka,426.17,436.64,334.41,390.04,423.38,460.79,469.93,482.19,512.99,528.27,468.09,449.79,435.77,443.61,479.15,487.61
5371,Kota Kupang,Kupang City,53,Nusa Tenggara Timur,5,Bali-Nusa Tenggara,Kota Kupang,2061.7,2201.39,2319.57,2671.85,2684.05,2801.2,2926.8,3116.32,3294.66,3307.34,2976.4,2819.81,2613.5,2659.9,2837.81,2946.64
6101,Sambas,Sambas,61,Kalimantan Barat,6,Kalimantan,Sambas,974.58,1004.04,1018.8,1062.35,1150.14,1263.39,1177.85,1190.15,1224.64,1281.89,1282.54,1324.54,1268.74,1328.44,1387.94,1418.74
6102,Bengkayang,Bengkayang,61,Kalimantan Barat,6,Kalimantan,Bengkayang,558.23,584.42,623.36,662.6,724.54,789.18,744.15,767.14,791.23,822.52,773.86,782.53,750.93,809.4,853.86,889.32
6103,Landak,Landak,61,Kalimantan Barat,6,Kalimantan,Landak,673.68,709.32,749.61,809.24,847.69,901.16,819.29,922.64,943.38,1043.69,1027.85,1034.59,1019.77,1063.5,1134.54,1194.16
6104,Mempawah,Mempawah,61,Kalimantan Barat,6,Kalimantan,Mempawah,669.21,702.26,740.42,780.45,818.37,860.44,863.59,919.42,960.03,1010.95,984.11,972.34,919.59,984.83,1108.32,1120.22
6105,Sanggau,Sanggau,61,Kalimantan Barat,6,Kalimantan,Sanggau,820.76,888.55,959.86,1073.68,1194.71,1272.31,1274.88,1336.05,1337.14,1400.31,1412.36,1414.36,1420.23,1515.67,1643.2,1635.09
6106,Ketapang,Ketapang,61,Kalimantan Barat,6,Kalimantan,Ketapang,943.4,1010.52,1087.37,1168.32,1200.27,1317.03,1317.62,1385.21,1445.06,1515.52,1469.35,1440.6,1353.5,1458.75,1509.8,1547.78
6107,Sintang,Sintang,61,Kalimantan Barat,6,Kalimantan,Sintang,834.01,896.99,922.81,983.87,1029.61,1096.68,1034.51,1091.06,1130.22,1204.22,1183.01,1189.26,1147.39,1243.63,1347.14,1358.72
6108,Kapuas Hulu,Kapuas Hulu,61,Kalimantan Barat,6,Kalimantan,Kapuas Hulu,782.63,815.78,855.61,899.89,923.05,1024.35,939.63,971.62,1036.13,1119.99,1103.3,1104.43,994.73,1081.11,1151.67,1158.14
6109,Sekadau,Sekadau,61,Kalimantan Barat,6,Kalimantan,Sekadau,394.93,418.27,437.41,467.78,496.97,533.54,535.65,577.73,612.46,662.48,666.58,666.91,624.83,665.6,734.1,755.71
6110,Melawi,Melawi,61,Kalimantan Barat,6,Kalimantan,Melawi,465.25,509.56,522.74,553.43,605.26,643.37,639.28,670,696.72,742.02,747.95,755.84,752.48,813.17,853.27,863.61
6111,Kayong Utara,North Kayong,61,Kalimantan Barat,6,Kalimantan,Kayong Utara,313.51,321.81,340.4,341.29,369.93,398.34,402.16,426.02,448.93,474.73,468.58,477.65,482.21,518.54,533.53,532.57
6112,Kubu Raya,Kubu Raya,61,Kalimantan Barat,6,Kalimantan,Kubu Raya,743.53,854.08,914.91,982.03,1079.35,1179.46,1063.03,1141.59,1167.88,1256.08,1229.18,1230.03,1152.07,1219.07,1281.35,1384.23
6171,Kota Pontianak,Pontianak City,61,Kalimantan Barat,6,Kalimantan,Kota Pontianak,2183.25,2229.3,2403.6,2591.13,2778.27,2903.8,2549.73,2706.76,2721.08,2815.36,2738.31,2761.71,2517.73,2619.89,2691.29,2832.88
6172,Kota Singkawang,Singkawang City,61,Kalimantan Barat,6,Kalimantan,Kota Singkawang,555.08,607.75,631.67,692.69,753.77,810.07,811.69,850.69,889.64,934.15,937.61,940.9,903.21,952.8,1012.68,1048.94
6201,Kotawaringin Barat,West Kotawaringin,62,Kalimantan Tengah,6,Kalimantan,Kotawaringin Barat,609.2,641.52,703.11,740.19,790.43,824.83,832.36,856.2,855.7,877.72,905.83,963.99,973.62,997.61,1118.18,1102.92
6202,Kotawaringin Timur,East Kotawaringin,62,Kalimantan Tengah,6,Kalimantan,Kotawaringin Timur,788.52,847.59,880.57,931.87,960,1080.13,1006.87,1008.21,1050.18,1120.08,1074.77,1169.28,1185.82,1266.42,1424.03,1283.31
6203,Kapuas,Kapuas,62,Kalimantan Tengah,6,Kalimantan,Kapuas,692.86,753.03,805.33,840.22,876.23,927.99,942.84,953.14,1021.7,1055.89,1036.58,1100.36,1103.11,1098.94,1222.1,1207.74
6204,Barito Selatan,South Barito,62,Kalimantan Tengah,6,Kalimantan,Barito Selatan,381.78,399.33,435.67,464.45,497.45,575.8,563.33,566.51,597.2,617.84,622.89,612.88,615.97,653.24,699.01,697.76
6205,Barito Utara,North Barito,62,Kalimantan Tengah,6,Kalimantan,Barito Utara,408.68,442.07,478.7,505.01,552.02,621.56,604.39,608.87,649.07,675.19,664.81,663.22,683,710.1,770.03,795.53
6206,Sukamara,Sukamara,62,Kalimantan Tengah,6,Kalimantan,Sukamara,269.79,275.39,288.53,311.56,329.62,315.68,319.58,331.14,346.37,356.6,351.63,351.49,353.43,364.22,388.28,344.12
6207,Lamandau,Lamandau,62,Kalimantan Tengah,6,Kalimantan,Lamandau,283.36,293.18,306.92,319.8,336.95,358.76,362.8,366.75,383.81,398.81,418.29,417.71,421.8,424.04,453.16,446.42
6208,Seruyan,Seruyan,62,Kalimantan Tengah,6,Kalimantan,Seruyan,399.75,420.36,435.74,446.39,470.64,499.71,499.95,502.4,534.96,539.51,538.87,587.91,588.03,603.85,616.66,545.76
6209,Katingan,Katingan,62,Kalimantan Tengah,6,Kalimantan,Katingan,493.21,508.21,552.47,573.96,652.59,723.61,732.99,764.48,832.82,876.04,859.18,927.21,934.38,987.98,1074.14,1002.54
6210,Pulang Pisau,Pulang Pisau,62,Kalimantan Tengah,6,Kalimantan,Pulang Pisau,399,420.62,449.9,487.95,529.76,586.03,592.69,613.25,653.75,697.45,696.1,695.91,700.41,734.27,766.08,725.64
6211,Gunung Mas,Gunung Mas,62,Kalimantan Tengah,6,Kalimantan,Gunung Mas,332.39,352.28,369.19,397.52,424.82,484.5,490.04,508.88,549.22,562.95,574.35,631.38,632.16,658.09,724.99,702.4
6212,Barito Timur,East Barito,62,Kalimantan Tengah,6,Kalimantan,Barito Timur,410.16,420.89,443.62,461.97,495.88,543.95,549.5,569.25,602.73,642.36,650.33,716.26,717.39,763.94,807.02,813.21
6213,Murung Raya,Murung Raya,62,Kalimantan Tengah,6,Kalimantan,Murung Raya,400.7,420.83,454.77,474.25,501.97,641.67,650.97,670.54,704.04,733.26,731.9,757.14,761.24,805.86,834.2,835.88
6271,Kota Palangka Raya,Palangka Raya City,62,Kalimantan Tengah,6,Kalimantan,Kota Palangka Raya,2348.07,2585.79,2927.92,3131.51,3331.55,3629.55,3497.44,3613.52,3836.95,4036.42,4024.77,4251.37,4168.36,4424.93,4917.44,4894.65
6301,Tanah Laut,Tanah Laut,63,Kalimantan Selatan,6,Kalimantan,Tanah Laut,686.41,714.58,742.38,767.59,786.05,829.67,829.97,832.42,840.98,852.33,839.5,885.16,870.48,908.91,948.66,976.99
6302,Kota Baru,Kotabaru,63,Kalimantan Selatan,6,Kalimantan,Kota Baru,973.78,1013.1,1063.86,1118.14,1143.52,1198.34,1203.91,1213.18,1234.72,1265.99,1220.16,1290.88,1272.85,1331.2,1416.12,1459.91
6303,Banjar,Banjar,63,Kalimantan Selatan,6,Kalimantan,Banjar,1096.88,1141.17,1181.11,1223.63,1253.92,1328.24,1328.36,1328.95,1378.25,1426.42,1373.29,1357.99,1332.39,1383.74,1430.92,1452.41
6304,Barito Kuala,Barito Kuala,63,Kalimantan Selatan,6,Kalimantan,Barito Kuala,629.89,655.85,680.24,704.27,721.13,759.52,759.69,767.07,779.23,788.18,781.01,802.54,789.79,816.45,867.26,879.29
6305,Tapin,Tapin,63,Kalimantan Selatan,6,Kalimantan,Tapin,649.52,672.97,699.96,724.9,742.22,781.26,781.54,787.74,796.59,806.66,791.41,836.66,849.78,887,936.51,969.52
6306,Hulu Sungai Selatan,South Hulu Sungai,63,Kalimantan Selatan,6,Kalimantan,Hulu Sungai Selatan,651.65,672.51,695.71,715.88,736.41,755.82,771.9,778.31,804.7,830.24,816.04,832.69,811.95,871.54,888.31,903.9
6307,Hulu Sungai Tengah,Central Hulu Sungai,63,Kalimantan Selatan,6,Kalimantan,Hulu Sungai Tengah,646.1,666.77,686.39,710.21,727.16,768.22,770.1,775.15,796.77,818.91,797.2,830.11,815.36,837.52,853.49,873.03
6308,Hulu Sungai Utara,North Hulu Sungai,63,Kalimantan Selatan,6,Kalimantan,Hulu Sungai Utara,582.09,608.13,641.6,664.96,680.43,715.23,714.49,714.72,731.65,748.45,726.72,758.99,744.41,772.07,797.73,821.7
6309,Tabalong,Tabalong,63,Kalimantan Selatan,6,Kalimantan,Tabalong,778.43,810.23,832.11,850.41,870.56,921.69,921.98,923.75,956.65,988.5,952.55,1001.35,1003.64,1071.8,1072.94,1115.68
6310,Tanah Bumbu,Tanah Bumbu,63,Kalimantan Selatan,6,Kalimantan,Tanah Bumbu,710.39,737.89,767.18,793.19,810.56,854.49,864.75,864.95,890.9,922.77,889.03,929.09,944.43,1011.71,1035.97,1059.73
6311,Balangan,Balangan,63,Kalimantan Selatan,6,Kalimantan,Balangan,526.08,547.55,573.62,595.25,612.65,635.96,642.19,643.62,666.34,688.45,682.59,660.82,673.46,724.29,815.4,847.19
6371,Kota Banjarmasin,Banjarmasin City,63,Kalimantan Selatan,6,Kalimantan,Kota Banjarmasin,1631.52,1696.6,1758.18,1823.68,1868.75,1980.32,1980.93,2063.3,2106.47,2176.07,2142.49,2240.13,2247.33,2302.91,2492,2550.92
6372,Kota Banjar Baru,Banjar Baru City,63,Kalimantan Selatan,6,Kalimantan,Kota Banjar Baru,1095.12,1139.21,1179.43,1222.36,1251.21,1326.62,1327,1337.92,1384.18,1431.05,1389.18,1470.7,1454.48,1570.1,1617.43,1663.29
6401,Paser,Paser,64,Kalimantan Timur,6,Kalimantan,Paser,722.98,828.68,934.38,1040.06,1030.96,894.34,810.33,752.48,832.61,920.7,895.95,925.34,974.95,1235.6,1283.71,1224.17
